delivery_id,request_id,warehouse_id,quantity_delivered,promised_date,delivered_date,status
10942,6942,2,3947,2026-03-01,2026-03-01,Partial
10943,6943,2,6378,2026-02-15,2026-02-15,Partial
10944,6944,2,6174,2026-02-22,2026-02-22,Partial
10945,6945,2,3483,2026-02-25,2026-02-25,Delivered
10946,6946,2,3501,2026-02-24,2026-02-24,Partial
10947,6947,2,6064,2026-03-01,2026-03-01,Partial
10948,6948,2,7716,2025-10-19,2025-10-19,Partial
10949,6949,2,5925,2025-10-20,2025-10-20,Delivered
10950,6950,2,8159,2025-11-02,2025-11-02,Partial
10951,6951,2,5644,2025-11-01,2025-11-01,Partial
10952,6952,2,5247,2025-10-12,2025-10-12,Partial
10953,6953,2,4409,2025-10-25,2025-10-25,Partial
10954,6954,2,4435,2025-10-11,2025-10-11,Partial
10955,6955,2,8671,2025-10-14,2025-10-14,Partial
10956,6956,2,935,2026-02-19,2026-02-26,Delivered
10957,6957,2,3230,2026-02-23,2026-02-23,Partial
10958,6958,2,13791,2026-02-18,2026-02-18,Partial
10959,6959,2,4374,2026-02-25,2026-02-25,Partial
10960,6960,2,5113,2025-10-12,2025-10-12,Partial
10961,6961,2,897,2025-10-28,2025-10-28,Lost
10962,6962,2,3149,2025-10-24,2025-10-24,Delivered
10963,6963,2,1482,2025-11-07,2025-11-07,Partial
10964,6964,2,758,2025-10-17,2025-10-17,Delivered
10965,6965,2,6968,2025-10-17,2025-10-17,Partial
10966,6966,2,4873,2025-10-23,2025-10-23,Partial
10967,6967,2,3976,2026-03-02,2026-03-02,Partial
10968,6968,2,688,2026-03-07,2026-03-07,Partial
10969,6969,2,6948,2026-02-20,2026-02-20,Partial
10970,6970,2,4847,2026-02-18,2026-02-18,Partial
10971,6971,2,1881,2026-03-05,2026-03-05,Partial
10972,6972,3,14617,2025-10-19,2025-10-19,Partial
10973,6973,3,6085,2025-10-26,2025-10-26,Partial
10974,6974,3,7060,2025-10-22,2025-10-22,Partial
10975,6975,3,8114,2025-10-23,2025-10-23,Partial
10976,6976,3,3683,2025-11-02,2025-11-02,Partial
10977,6977,3,8716,2025-10-14,2025-10-14,Partial
10978,6978,3,1668,2026-02-16,2026-02-16,Partial
10979,6979,3,7918,2026-02-19,2026-02-19,Partial
10980,6980,3,8386,2026-02-25,2026-02-25,Partial
10981,6981,3,16096,2026-03-05,2026-03-05,Partial
10982,6982,3,5117,2026-02-11,2026-02-11,Partial
10983,6983,3,13293,2026-02-15,2026-02-15,Partial
10984,6984,3,7479,2026-03-03,2026-03-03,Partial
10985,6985,3,2958,2025-10-18,2025-10-18,Partial
10986,6986,3,3957,2025-10-06,2025-10-06,Partial
10987,6987,3,7436,2025-10-07,2025-10-07,Partial
10988,6988,3,7958,2025-10-12,2025-10-12,Partial
10989,6989,3,6065,2025-10-07,2025-10-07,Partial
10990,6990,3,3900,2025-10-07,2025-10-07,Partial
10991,6991,3,5082,2025-11-02,2025-11-02,Partial
10992,6992,3,907,2025-10-20,2025-10-21,Partial
10993,6993,3,10,2026-03-03,2026-03-03,Lost
10994,6994,3,1607,2026-03-03,2026-03-03,Partial
10995,6995,3,8207,2026-02-19,2026-02-19,Partial
10996,6996,3,2713,2026-02-16,2026-02-16,Partial
10997,6997,3,6139,2026-02-17,2026-02-17,Partial
10998,6998,3,3791,2026-03-04,2026-03-04,Partial
10999,6999,3,3343,2025-10-30,2025-10-30,Partial
11000,7000,3,603,2025-10-15,2025-10-15,Partial
11001,7001,3,7665,2025-10-27,2025-10-27,Partial
11002,7002,3,8359,2025-10-23,2025-10-28,Partial
11003,7003,3,5132,2025-10-23,2025-10-23,Partial
11004,7004,3,5570,2025-10-23,2025-10-23,Partial
11005,7005,3,6674,2025-10-22,2025-10-22,Partial
11006,7006,3,1417,2025-10-21,2025-10-21,Partial
11007,7007,3,4444,2026-02-19,2026-02-19,Partial
11008,7008,3,9163,2026-03-03,2026-03-03,Partial
11009,7009,3,7870,2026-02-17,2026-02-17,Partial
11010,7010,3,4026,2025-10-18,2025-10-18,Partial
11011,7011,3,4425,2025-10-15,2025-10-15,Partial
11012,7012,3,6910,2025-10-20,2025-10-20,Partial
11013,7013,3,7110,2025-11-05,2025-11-05,Partial
11014,7014,3,1958,2025-10-20,2025-10-20,Partial
11015,7015,3,7153,2025-10-21,2025-10-21,Partial
11016,7016,3,7332,2026-02-14,2026-02-14,Partial
11017,7017,3,4051,2026-02-27,2026-02-27,Partial
11018,7018,3,1927,2026-02-06,2026-02-06,Partial
11019,7019,3,3773,2026-03-01,2026-03-01,Partial
11020,7020,3,6256,2026-02-16,2026-02-16,Partial
11021,7021,3,2282,2026-03-06,2026-03-06,Partial
11022,7022,3,8293,2026-03-04,2026-03-04,Partial
11023,7023,3,4042,2026-03-11,2026-03-11,Partial
11024,7024,3,1266,2025-10-24,2025-10-24,Partial
11025,7025,3,7408,2025-10-30,2025-10-30,Partial
11026,7026,3,6101,2025-10-27,2025-10-27,Partial
11027,7027,3,1478,2025-10-16,2025-10-16,Partial
11028,7028,3,2564,2025-10-16,2025-10-16,Partial
11029,7029,3,2721,2026-02-21,2026-02-21,Partial
11030,7030,3,1323,2026-03-03,2026-03-03,Partial
11031,7031,3,4699,2026-02-26,2026-02-26,Partial
11032,7032,3,6998,2026-02-16,2026-02-16,Partial
11033,7033,3,4967,2026-02-23,2026-02-23,Partial
11034,7034,3,5630,2026-02-20,2026-02-20,Partial
11035,7035,3,3002,2026-03-10,2026-03-10,Partial
11036,7036,3,2644,2026-02-17,2026-02-17,Partial
11037,7037,3,1906,2025-10-21,2025-10-21,Partial
11038,7038,3,1621,2025-11-02,2025-11-02,Partial
11039,7039,3,7035,2025-10-11,2025-10-11,Partial
11040,7040,3,597,2025-10-10,2025-10-10,Partial
11041,7041,3,5843,2025-10-16,2025-10-21,Partial
11042,7042,3,8188,2025-10-12,2025-10-12,Partial
11043,7043,3,5376,2025-10-22,2025-10-22,Partial
11044,7044,3,3700,2026-03-03,2026-03-03,Partial
11045,7045,3,7887,2026-02-25,2026-02-25,Partial
11046,7046,3,5268,2026-03-04,2026-03-04,Partial
11047,7047,3,1812,2026-02-23,2026-02-23,Partial
11048,7048,3,2871,2026-02-19,2026-02-19,Partial
11049,7049,3,6234,2026-02-14,2026-02-14,Partial
11050,7050,3,2654,2026-02-23,2026-03-03,Partial
11051,7051,3,3789,2025-11-02,2025-11-02,Partial
11052,7052,3,6809,2025-10-20,2025-10-20,Partial
11053,7053,3,7684,2025-10-14,2025-10-14,Partial
11054,7054,3,741,2025-10-17,2025-10-17,Partial
11055,7055,3,18176,2025-10-19,2025-10-19,Partial
11056,7056,3,1129,2025-10-18,2025-10-26,Partial
11057,7057,3,958,2025-11-03,2025-11-03,Partial
11058,7058,3,6667,2025-10-10,2025-10-10,Partial
11059,7059,3,1069,2026-03-06,2026-03-07,Partial
11060,7060,3,7744,2026-02-21,2026-02-21,Partial
11061,7061,3,6542,2026-02-11,2026-02-11,Partial
11062,7062,3,8174,2026-02-26,2026-02-26,Partial
11063,7063,3,14112,2026-02-12,2026-02-12,Partial
11064,7064,3,13864,2025-10-27,2025-10-27,Partial
11065,7065,3,7485,2025-10-13,2025-10-19,Partial
11066,7066,3,8059,2025-10-29,2025-10-29,Partial
11067,7067,3,818,2025-10-21,2025-10-21,Partial
11068,7068,3,8227,2025-10-25,2025-10-25,Partial
11069,7069,3,1927,2026-02-27,2026-02-27,Partial
11070,7070,3,4650,2026-03-03,2026-03-10,Partial
11071,7071,3,122,2026-02-15,2026-02-15,Lost
11072,7072,3,3676,2026-02-10,2026-02-10,Partial
11073,7073,3,3001,2026-02-09,2026-02-12,Partial
11074,7074,3,1545,2026-02-17,2026-02-17,Partial
11075,7075,3,7831,2026-02-22,2026-02-22,Partial
11076,7076,3,3428,2026-02-16,2026-02-16,Partial
11077,7077,3,6981,2025-10-19,2025-10-19,Partial
11078,7078,3,751,2025-10-22,2025-10-22,Partial
11079,7079,3,14958,2025-10-30,2025-10-30,Partial
11080,7080,3,4604,2025-10-27,2025-10-27,Partial
11081,7081,3,2508,2025-10-23,2025-10-23,Partial
11082,7082,3,6184,2025-11-01,2025-11-01,Partial
11083,7083,3,2555,2025-10-18,2025-10-18,Partial
11084,7084,3,13719,2026-02-22,2026-02-22,Partial
11085,7085,3,5022,2026-02-11,2026-02-11,Partial
11086,7086,3,14591,2026-02-19,2026-02-19,Partial
11087,7087,3,3317,2026-02-24,2026-02-24,Partial
11088,7088,3,8380,2026-02-18,2026-02-18,Partial
11089,7089,3,3949,2025-10-15,2025-10-15,Partial
11090,7090,3,3655,2025-10-30,2025-10-30,Partial
11091,7091,3,736,2025-10-15,2025-10-15,Partial
11092,7092,3,2617,2025-10-13,2025-10-13,Partial
11093,7093,3,2183,2025-10-31,2025-10-31,Partial
11094,7094,3,55,2025-10-15,2025-10-15,Lost
11095,7095,3,232,2026-03-02,2026-03-02,Lost
11096,7096,3,7978,2026-02-27,2026-02-27,Partial
11097,7097,3,9895,2026-02-26,2026-02-26,Partial
11098,7098,3,756,2026-03-03,2026-03-03,Partial
11099,7099,3,7641,2026-02-18,2026-02-18,Partial
11100,7100,3,3377,2025-10-16,2025-10-16,Partial
11101,7101,3,5879,2025-10-12,2025-10-12,Partial
11102,7102,3,3578,2025-10-13,2025-10-13,Partial
11103,7103,3,6590,2025-10-13,2025-10-13,Partial
11104,7104,3,4581,2025-10-13,2025-10-20,Partial
11105,7105,3,7307,2025-10-31,2025-10-31,Partial
11106,7106,3,2053,2026-02-22,2026-02-22,Partial
11107,7107,3,8080,2026-02-18,2026-02-18,Partial
11108,7108,3,7439,2026-02-14,2026-02-14,Partial
11109,7109,3,8106,2026-03-02,2026-03-11,Partial
11110,7110,3,6109,2025-10-14,2025-10-14,Partial
11111,7111,3,2405,2025-10-22,2025-10-22,Partial
11112,7112,3,6164,2025-10-15,2025-10-15,Partial
11113,7113,3,2344,2025-10-15,2025-10-15,Partial
11114,7114,3,4648,2025-10-17,2025-10-17,Partial
11115,7115,3,5947,2025-10-17,2025-10-17,Partial
11116,7116,3,757,2025-10-30,2025-10-30,Partial
11117,7117,3,3852,2025-11-01,2025-11-01,Partial
11118,7118,3,3970,2026-02-26,2026-02-26,Partial
11119,7119,3,1395,2026-02-14,2026-02-14,Partial
11120,7120,3,6782,2026-02-26,2026-02-26,Partial
11121,7121,3,7323,2026-03-04,2026-03-04,Partial
11122,7122,3,3893,2026-03-04,2026-03-04,Partial
11123,7123,3,6143,2026-02-22,2026-02-22,Partial
11124,7124,3,2321,2026-02-14,2026-02-14,Partial
11125,7125,3,6396,2025-10-19,2025-10-19,Partial
11126,7126,3,18116,2025-10-15,2025-10-15,Partial
11127,7127,3,8349,2025-10-22,2025-10-22,Partial
11128,7128,3,8487,2025-10-24,2025-10-24,Partial
11129,7129,3,2756,2025-10-14,2025-10-14,Partial
11130,7130,3,6823,2025-10-26,2025-10-26,Partial
11131,7131,3,4708,2025-10-27,2025-11-03,Partial
11132,7132,3,16793,2025-11-03,2025-11-05,Partial
11133,7133,3,5170,2026-02-21,2026-02-21,Partial
11134,7134,3,5905,2026-03-03,2026-03-03,Partial
11135,7135,3,6880,2026-03-06,2026-03-06,Partial
11136,7136,3,1314,2025-10-30,2025-10-30,Partial
11137,7137,3,6598,2025-10-24,2025-10-24,Partial
11138,7138,3,6253,2025-11-04,2025-11-04,Partial
11139,7139,3,4934,2025-10-27,2025-10-27,Partial
11140,7140,3,4770,2025-10-10,2025-10-10,Partial
11141,7141,3,2721,2026-02-15,2026-02-15,Partial
11142,7142,3,2605,2026-03-02,2026-03-02,Partial
11143,7143,3,1344,2026-03-04,2026-03-04,Partial
11144,7144,3,8351,2026-03-07,2026-03-07,Partial
11145,7145,3,3076,2026-03-08,2026-03-08,Partial
11146,7146,3,8638,2026-02-18,2026-02-18,Partial
11147,7147,3,681,2025-10-31,2025-10-31,Partial
11148,7148,3,3628,2025-10-22,2025-10-22,Partial
11149,7149,3,2614,2025-11-03,2025-11-03,Partial
11150,7150,3,2265,2025-10-21,2025-10-21,Partial
11151,7151,3,4520,2025-10-25,2025-10-25,Partial
11152,7152,3,654,2026-03-01,2026-03-01,Partial
11153,7153,3,917,2026-03-08,2026-03-14,Partial
11154,7154,3,6338,2026-03-01,2026-03-01,Partial
11155,7155,3,7405,2026-02-17,2026-02-17,Partial
11156,7156,3,2883,2025-10-30,2025-10-30,Partial
11157,7157,3,4144,2025-10-31,2025-10-31,Partial
11158,7158,3,1618,2025-10-19,2025-10-19,Partial
11159,7159,3,6772,2025-11-02,2025-11-02,Partial
11160,7160,3,6475,2025-10-16,2025-10-16,Partial
11161,7161,3,1675,2026-03-04,2026-03-04,Partial
11162,7162,3,3469,2026-02-20,2026-02-20,Partial
11163,7163,3,5822,2026-02-15,2026-02-15,Partial
11164,7164,3,2022,2026-02-23,2026-02-23,Partial
11165,7165,3,5314,2026-02-21,2026-02-21,Partial
11166,7166,3,854,2026-02-21,2026-02-21,Partial
11167,7167,3,4450,2026-02-13,2026-02-13,Partial
11168,7168,3,3758,2026-03-07,2026-03-07,Partial
11169,7169,3,8430,2025-11-03,2025-11-03,Partial
11170,7170,3,5599,2025-11-07,2025-11-07,Partial
11171,7171,3,1098,2025-11-04,2025-11-04,Partial
11172,7172,3,2172,2025-10-27,2025-10-27,Partial
11173,7173,3,3079,2025-11-03,2025-11-03,Partial
11174,7174,3,3522,2025-10-28,2025-10-28,Partial
11175,7175,3,7418,2025-10-10,2025-10-10,Partial
11176,7176,3,1716,2026-03-07,2026-03-07,Partial
11177,7177,3,2821,2026-03-06,2026-03-06,Partial
11178,7178,3,19636,2026-03-04,2026-03-04,Partial
11179,7179,3,19513,2026-02-16,2026-02-16,Partial
11180,7180,3,19014,2026-03-03,2026-03-03,Partial
11181,7181,3,5890,2026-02-24,2026-02-24,Partial
11182,7182,3,1658,2026-02-18,2026-02-18,Partial
11183,7183,3,2013,2025-10-16,2025-10-24,Partial
11184,7184,3,16635,2025-11-01,2025-11-01,Partial
11185,7185,3,7752,2025-10-25,2025-10-25,Partial
11186,7186,3,1919,2025-10-21,2025-10-21,Partial
11187,7187,3,5213,2025-10-10,2025-10-10,Partial
11188,7188,3,6467,2025-10-14,2025-10-23,Partial
11189,7189,3,3918,2025-10-25,2025-10-25,Partial
11190,7190,3,5872,2025-11-07,2025-11-07,Partial
11191,7191,3,1549,2026-02-25,2026-02-25,Partial
11192,7192,3,695,2026-02-19,2026-02-19,Partial
11193,7193,3,5110,2026-03-03,2026-03-03,Partial
11194,7194,3,716,2026-02-18,2026-02-18,Partial
11195,7195,3,3997,2026-02-18,2026-02-18,Partial
11196,7196,3,4626,2026-02-20,2026-02-20,Partial
11197,7197,3,1060,2026-02-11,2026-02-11,Partial
11198,7198,3,17918,2025-10-11,2025-10-11,Partial
11199,7199,3,4470,2025-10-12,2025-10-12,Partial
11200,7200,3,8460,2025-11-03,2025-11-03,Partial
11201,7201,3,516,2025-10-18,2025-10-18,Lost
11202,7202,3,7916,2025-10-28,2025-10-28,Partial
11203,7203,3,5960,2025-10-18,2025-10-18,Partial
11204,7204,3,1412,2025-10-11,2025-10-11,Partial
11205,7205,3,8721,2025-10-19,2025-10-19,Partial
11206,7206,3,6253,2025-10-28,2025-10-28,Partial
11207,7207,3,2402,2025-10-23,2025-10-23,Partial
11208,7208,3,947,2025-10-30,2025-10-30,Partial
11209,7209,3,2500,2025-10-15,2025-10-15,Partial
11210,7210,3,5549,2026-03-01,2026-03-01,Partial
11211,7211,3,5194,2026-03-04,2026-03-04,Partial
11212,7212,3,2738,2026-03-01,2026-03-01,Partial
11213,7213,3,4115,2026-02-22,2026-02-22,Partial
11214,7214,3,2632,2026-03-02,2026-03-02,Partial
11215,7215,3,7513,2026-02-07,2026-02-07,Partial
11216,7216,3,1417,2025-10-29,2025-10-29,Partial
11217,7217,3,746,2025-10-26,2025-10-26,Partial
11218,7218,3,6488,2025-10-30,2025-10-30,Partial
11219,7219,3,3032,2026-02-11,2026-02-11,Partial
11220,7220,3,15883,2026-03-01,2026-03-01,Partial
11221,7221,3,2116,2026-02-27,2026-02-27,Partial
11222,7222,3,1412,2026-02-14,2026-02-20,Partial
11223,7223,3,3344,2026-02-28,2026-02-28,Partial
11224,7224,3,2594,2026-03-11,2026-03-11,Partial
11225,7225,3,5885,2026-02-11,2026-02-11,Partial
11226,7226,3,8084,2025-10-22,2025-10-22,Partial
11227,7227,3,2871,2025-10-10,2025-10-10,Partial
11228,7228,3,5681,2025-10-24,2025-10-24,Partial
11229,7229,3,983,2025-11-04,2025-11-04,Lost
11230,7230,3,6043,2025-11-05,2025-11-05,Partial
11231,7231,3,5316,2025-11-02,2025-11-02,Partial
11232,7232,3,731,2025-11-04,2025-11-04,Partial
11233,7233,3,5361,2026-02-16,2026-02-16,Partial
11234,7234,3,8340,2026-02-09,2026-02-09,Partial
11235,7235,3,6452,2026-02-18,2026-02-18,Partial
11236,7236,3,5965,2026-03-09,2026-03-09,Partial
11237,7237,3,1718,2026-02-14,2026-02-14,Partial
11238,7238,3,7436,2026-02-26,2026-02-26,Partial
11239,7239,3,592,2026-03-06,2026-03-06,Partial
11240,7240,3,7967,2026-02-27,2026-02-27,Partial
11241,7241,3,8228,2025-10-20,2025-10-20,Partial
11242,7242,3,4450,2025-10-12,2025-10-12,Partial
11243,7243,3,6967,2025-10-24,2025-10-24,Partial
11244,7244,3,6956,2025-10-29,2025-10-29,Partial
11245,7245,3,6959,2025-11-02,2025-11-07,Partial
11246,7246,3,4700,2026-03-08,2026-03-08,Partial
11247,7247,3,6063,2026-03-02,2026-03-02,Partial
11248,7248,3,1212,2026-02-25,2026-02-25,Partial
11249,7249,3,5795,2026-03-01,2026-03-01,Partial
11250,7250,3,5580,2025-10-30,2025-10-30,Partial
11251,7251,3,5857,2025-10-22,2025-10-22,Partial
11252,7252,3,946,2025-10-18,2025-10-18,Partial
11253,7253,3,17456,2025-10-23,2025-10-23,Partial
11254,7254,3,7905,2025-10-28,2025-10-28,Partial
11255,7255,3,1129,2025-10-31,2025-10-31,Partial
11256,7256,3,4740,2026-02-28,2026-02-28,Partial
11257,7257,3,4986,2026-02-08,2026-02-08,Partial
11258,7258,3,7974,2026-03-04,2026-03-04,Partial
11259,7259,3,3439,2026-03-02,2026-03-02,Partial
11260,7260,3,18891,2026-02-25,2026-02-25,Partial
11261,7261,3,2569,2026-02-14,2026-02-14,Partial
11262,7262,3,4047,2026-03-04,2026-03-04,Partial
11263,7263,3,2378,2025-11-05,2025-11-05,Partial
11264,7264,3,2426,2025-10-10,2025-10-10,Partial
11265,7265,3,6388,2025-11-05,2025-11-05,Partial
11266,7266,3,6864,2025-10-28,2025-10-28,Partial
11267,7267,3,3202,2025-10-31,2025-10-31,Partial
11268,7268,3,2578,2025-10-22,2025-10-29,Partial
11269,7269,3,6123,2025-10-30,2025-10-30,Partial
11270,7270,3,6739,2026-02-23,2026-02-23,Partial
11271,7271,3,1274,2026-02-19,2026-02-19,Partial
11272,7272,3,6390,2026-03-09,2026-03-09,Partial
11273,7273,3,1404,2026-02-13,2026-02-13,Partial
11274,7274,3,5929,2025-11-04,2025-11-04,Partial
11275,7275,3,2918,2025-10-12,2025-10-12,Partial
11276,7276,3,7491,2025-10-24,2025-10-24,Partial
11277,7277,3,17120,2025-10-31,2025-10-31,Partial
11278,7278,3,885,2026-02-22,2026-02-22,Partial
11279,7279,3,1378,2026-02-14,2026-02-14,Partial
11280,7280,3,2766,2026-02-24,2026-02-24,Partial
11281,7281,3,7613,2026-02-19,2026-02-19,Partial
11282,7282,3,3461,2026-02-22,2026-02-22,Partial
11283,7283,3,3561,2026-02-22,2026-02-22,Partial
11284,7284,3,6312,2026-02-24,2026-02-24,Partial
11285,7285,3,7037,2026-03-07,2026-03-07,Partial
11286,7286,3,800,2025-10-14,2025-10-14,Lost
11287,7287,3,17111,2025-10-12,2025-10-12,Partial
11288,7288,3,908,2025-10-19,2025-10-19,Partial
11289,7289,3,4590,2025-10-27,2025-10-27,Partial
11290,7290,3,8070,2025-10-25,2025-10-25,Partial
11291,7291,3,3671,2025-10-18,2025-10-18,Partial
11292,7292,3,6205,2026-02-19,2026-02-19,Partial
11293,7293,3,1190,2026-02-23,2026-02-23,Lost
11294,7294,3,7046,2026-03-02,2026-03-02,Partial
11295,7295,3,7816,2025-10-27,2025-11-04,Partial
11296,7296,3,4265,2025-11-04,2025-11-04,Partial
11297,7297,3,1496,2025-10-18,2025-10-18,Partial
11298,7298,3,892,2025-11-01,2025-11-01,Partial
11299,7299,3,2380,2025-10-28,2025-10-28,Partial
11300,7300,3,9719,2025-10-23,2025-10-23,Partial
11301,7301,3,5718,2025-10-23,2025-10-23,Partial
11302,7302,3,4586,2025-11-04,2025-11-04,Partial
11303,7303,3,1757,2026-02-24,2026-02-24,Partial
11304,7304,3,8028,2026-02-13,2026-02-13,Partial
11305,7305,3,4059,2026-03-08,2026-03-08,Partial
11306,7306,3,7863,2026-02-24,2026-02-24,Partial
11307,7307,3,861,2026-03-01,2026-03-01,Partial
11308,7308,3,2002,2026-02-23,2026-02-23,Partial
11309,7309,3,7401,2026-02-09,2026-02-09,Partial
11310,7310,3,8290,2025-10-25,2025-10-31,Partial
11311,7311,3,16297,2025-10-27,2025-10-29,Partial
11312,7312,3,5024,2025-10-19,2025-10-23,Partial
11313,7313,3,926,2025-10-17,2025-10-25,Partial
11314,7314,3,6515,2025-10-10,2025-10-10,Partial
11315,7315,3,7178,2026-02-20,2026-02-20,Partial
11316,7316,3,6410,2026-03-05,2026-03-05,Partial
11317,7317,3,6442,2026-03-07,2026-03-07,Partial
11318,7318,3,3434,2026-03-04,2026-03-04,Partial
11319,7319,3,7655,2026-02-17,2026-02-17,Partial
11320,7320,3,909,2026-02-16,2026-02-16,Partial
11321,7321,3,3216,2026-02-27,2026-02-27,Partial
11322,7322,3,5486,2025-10-25,2025-10-31,Partial
11323,7323,3,7449,2025-10-27,2025-10-27,Partial
11324,7324,3,2451,2025-11-01,2025-11-10,Partial
11325,7325,3,1857,2025-10-22,2025-10-22,Partial
11326,7326,3,8309,2025-10-31,2025-10-31,Partial
11327,7327,3,8188,2025-10-27,2025-10-27,Partial
11328,7328,3,5963,2025-10-19,2025-10-19,Partial
11329,7329,3,5630,2025-10-31,2025-10-31,Partial
11330,7330,3,8427,2026-03-10,2026-03-10,Partial
11331,7331,3,6473,2026-02-23,2026-03-01,Partial
11332,7332,3,5735,2026-02-14,2026-02-14,Partial
11333,7333,3,3946,2026-03-04,2026-03-04,Partial
11334,7334,3,2649,2026-03-04,2026-03-04,Partial
11335,7335,3,2428,2026-03-01,2026-03-01,Partial
11336,7336,3,3051,2025-10-25,2025-10-29,Partial
11337,7337,3,3403,2025-10-16,2025-10-16,Partial
11338,7338,3,1001,2025-10-10,2025-10-10,Partial
11339,7339,3,2205,2025-10-23,2025-10-23,Partial
11340,7340,3,1248,2025-10-24,2025-11-02,Partial
11341,7341,3,5714,2025-11-01,2025-11-01,Partial
11342,7342,3,7837,2025-10-19,2025-10-19,Partial
11343,7343,3,4732,2025-10-21,2025-10-21,Partial
11344,7344,3,3710,2026-02-10,2026-02-10,Partial
11345,7345,3,13422,2026-03-02,2026-03-02,Partial
11346,7346,3,1406,2026-02-15,2026-02-15,Partial
11347,7347,3,7160,2026-02-12,2026-02-12,Partial
11348,7348,3,10515,2026-02-12,2026-02-12,Partial
11349,7349,3,6522,2025-10-21,2025-10-22,Partial
11350,7350,3,7520,2025-11-03,2025-11-03,Partial
11351,7351,3,2110,2025-10-30,2025-10-30,Partial
11352,7352,3,3444,2026-02-11,2026-02-11,Partial
11353,7353,3,7998,2026-02-16,2026-02-16,Partial
11354,7354,3,678,2026-02-10,2026-02-10,Partial
11355,7355,3,5831,2026-03-05,2026-03-05,Partial
11356,7356,3,7785,2025-10-20,2025-10-20,Partial
11357,7357,3,6577,2025-10-15,2025-10-15,Partial
11358,7358,3,3857,2025-10-25,2025-10-25,Partial
11359,7359,3,5809,2026-02-20,2026-02-20,Partial
11360,7360,3,1644,2026-03-08,2026-03-08,Partial
11361,7361,3,3488,2026-02-20,2026-02-20,Partial
11362,7362,3,7370,2026-03-06,2026-03-06,Partial
11363,7363,3,6134,2026-03-04,2026-03-04,Partial
11364,7364,3,5963,2025-10-20,2025-10-20,Partial
11365,7365,3,7888,2025-10-13,2025-10-13,Partial
11366,7366,3,5821,2025-10-12,2025-10-12,Partial
11367,7367,3,8015,2025-10-10,2025-10-10,Partial
11368,7368,3,5920,2026-03-01,2026-03-01,Partial
11369,7369,3,6125,2026-02-18,2026-02-18,Partial
11370,7370,3,5685,2026-02-25,2026-02-25,Partial
11371,7371,3,2787,2026-03-07,2026-03-07,Partial
11372,7372,3,6241,2026-02-24,2026-02-24,Partial
11373,7373,3,5188,2026-02-19,2026-02-19,Partial
11374,7374,3,2364,2026-03-05,2026-03-05,Partial
11375,7375,3,4082,2026-02-24,2026-02-24,Partial
11376,7376,3,5102,2025-10-31,2025-10-31,Partial
11377,7377,3,6187,2025-10-28,2025-10-28,Partial
11378,7378,3,13,2025-10-17,2025-10-17,Lost
11379,7379,3,1836,2025-10-22,2025-10-22,Partial
11380,7380,3,8136,2025-10-16,2025-10-22,Partial
11381,7381,3,649,2025-10-22,2025-10-22,Partial
11382,7382,3,2456,2025-10-19,2025-10-19,Partial
11383,7383,3,6169,2026-02-26,2026-02-26,Partial
11384,7384,3,7812,2026-02-24,2026-02-24,Partial
11385,7385,3,2590,2026-02-20,2026-02-20,Partial
11386,7386,3,4664,2026-03-05,2026-03-05,Partial
11387,7387,3,5860,2026-02-26,2026-02-26,Partial
11388,7388,3,4263,2025-10-21,2025-10-21,Partial
11389,7389,3,4961,2025-10-22,2025-10-22,Partial
11390,7390,3,3344,2025-10-30,2025-10-30,Partial
11391,7391,3,5862,2025-10-08,2025-10-08,Partial
11392,7392,3,12737,2025-10-26,2025-10-26,Partial
11393,7393,3,4320,2025-10-10,2025-10-10,Partial
11394,7394,3,1194,2025-11-05,2025-11-05,Partial
11395,7395,3,11629,2025-10-16,2025-10-16,Partial
11396,7396,3,6373,2026-03-01,2026-03-01,Partial
11397,7397,3,1131,2026-03-07,2026-03-07,Partial
11398,7398,3,6245,2026-02-15,2026-02-15,Partial
11399,7399,3,957,2026-03-02,2026-03-02,Partial
11400,7400,3,18203,2026-02-26,2026-02-26,Partial
11401,7401,3,10833,2026-02-11,2026-02-11,Partial
11402,7402,3,3084,2026-02-28,2026-02-28,Partial
11403,7403,3,3066,2026-03-08,2026-03-08,Partial
11404,7404,3,5738,2025-10-25,2025-10-29,Partial
11405,7405,3,17559,2025-10-26,2025-10-26,Partial
11406,7406,3,1220,2025-10-12,2025-10-12,Partial
11407,7407,3,6856,2026-03-05,2026-03-05,Partial
11408,7408,3,6609,2026-02-19,2026-02-19,Partial
11409,7409,3,4,2026-03-02,2026-03-02,Lost
11410,7410,3,4382,2026-02-21,2026-02-21,Partial
11411,7411,3,4947,2026-02-27,2026-02-27,Partial
11412,7412,3,7122,2026-02-20,2026-02-20,Partial
11413,7413,3,8198,2026-02-16,2026-02-16,Partial
11414,7414,3,7085,2026-03-05,2026-03-05,Partial
11415,7415,3,5855,2025-10-23,2025-10-23,Partial
11416,7416,3,6522,2025-10-18,2025-10-18,Partial
11417,7417,3,17291,2025-10-29,2025-10-29,Partial
11418,7418,3,3839,2025-11-02,2025-11-02,Partial
11419,7419,3,3783,2025-10-18,2025-10-18,Partial
11420,7420,3,1906,2025-10-12,2025-10-12,Partial
11421,7421,3,5991,2025-10-28,2025-10-28,Partial
11422,7422,3,1214,2025-10-20,2025-10-20,Partial
11423,7423,3,4532,2026-02-19,2026-02-19,Partial
