request_id,district,sector,site_name,farmer_name,fertilizer_type,quantity_bags,price_per_bag,total_amount,request_date,delivery_status
1044,Nyagatare,Sector 12,Sector 12 Site,Farmer_1044,Urea,18,29,522,2026-07-03,Delivered
1049,Gakenke,Sector 7,Sector 7 Site,Farmer_1049,Urea,43,29,1247,2026-07-02,Booked
1051,Kicukiro,Sector 11,Sector 11 Site,Farmer_1051,Urea,54,29,1566,2026-07-08,Booked
1056,Nyaruguru,Sector 4,Sector 4 Site,Farmer_1056,Urea,58,29,1682,2026-07-27,Booked
1059,Bugesera,Sector 5,Sector 5 Site,Farmer_1059,Urea,41,29,1189,2026-07-14,Delivered
1060,Huye,Sector 8,Sector 8 Site,Farmer_1060,Urea,44,29,1276,2026-07-23,Booked
1061,Rutsiro,Sector 4,Sector 4 Site,Farmer_1061,Urea,17,29,493,2026-07-01,Pending
1062,Huye,Sector 10,Sector 10 Site,Farmer_1062,Urea,15,29,435,2026-07-10,Booked
1065,Nyagatare,Sector 3,Sector 3 Site,Farmer_1065,Urea,33,29,957,2026-07-17,Delivered
1077,Rwamagana,Sector 4,Sector 4 Site,Farmer_1077,Urea,58,29,1682,2026-07-24,Pending
1082,Kicukiro,Sector 9,Sector 9 Site,Farmer_1082,Urea,20,29,580,2026-07-09,Pending
1083,Nyabihu,Sector 5,Sector 5 Site,Farmer_1083,Urea,29,29,841,2026-07-17,Booked
1084,Rwamagana,Sector 6,Sector 6 Site,Farmer_1084,Urea,30,29,870,2026-07-07,Booked
1088,Ngororero,Sector 3,Sector 3 Site,Farmer_1088,Urea,55,29,1595,2026-07-24,Pending
1091,Burera,Sector 9,Sector 9 Site,Farmer_1091,Urea,5,29,145,2026-07-10,Delivered
1095,Gatsibo,Sector 7,Sector 7 Site,Farmer_1095,Urea,20,29,580,2026-07-27,Delivered
1097,Rusizi,Sector 11,Sector 11 Site,Farmer_1097,Urea,7,29,203,2026-07-06,Booked
1103,Gakenke,Sector 11,Sector 11 Site,Farmer_1103,Urea,14,29,406,2026-07-01,Delivered
1113,Ngoma,Sector 5,Sector 5 Site,Farmer_1113,Urea,45,29,1305,2026-07-02,Booked
1115,Bugesera,Sector 7,Sector 7 Site,Farmer_1115,Urea,21,29,609,2026-07-11,Booked
1118,Ruhango,Sector 7,Sector 7 Site,Farmer_1118,Urea,21,29,609,2026-07-25,Pending
1122,Nyagatare,Sector 3,Sector 3 Site,Farmer_1122,Urea,38,29,1102,2026-07-26,Booked
1125,Kicukiro,Sector 9,Sector 9 Site,Farmer_1125,Urea,39,29,1131,2026-07-23,Booked
1127,Musanze,Sector 8,Sector 8 Site,Farmer_1127,Urea,53,29,1537,2026-07-16,Pending
1130,Nyarugenge,Sector 8,Sector 8 Site,Farmer_1130,Urea,35,29,1015,2026-07-26,Booked
1131,Rusizi,Sector 2,Sector 2 Site,Farmer_1131,Urea,14,29,406,2026-07-11,Pending
1134,Gisagara,Sector 6,Sector 6 Site,Farmer_1134,Urea,20,29,580,2026-07-19,Delivered
1140,Nyarugenge,Sector 6,Sector 6 Site,Farmer_1140,Urea,11,29,319,2026-07-28,Booked
1143,Gicumbi,Sector 3,Sector 3 Site,Farmer_1143,Urea,31,29,899,2026-07-20,Delivered
1146,Bugesera,Sector 8,Sector 8 Site,Farmer_1146,Urea,35,29,1015,2026-07-25,Pending
1147,Nyabihu,Sector 7,Sector 7 Site,Farmer_1147,Urea,22,29,638,2026-07-10,Booked
1152,Nyabihu,Sector 8,Sector 8 Site,Farmer_1152,Urea,30,29,870,2026-07-21,Pending
1156,Nyaruguru,Sector 11,Sector 11 Site,Farmer_1156,Urea,26,29,754,2026-07-23,Pending
1163,Muhanga,Sector 10,Sector 10 Site,Farmer_1163,Urea,32,29,928,2026-07-03,Booked
1166,Rutsiro,Sector 11,Sector 11 Site,Farmer_1166,Urea,55,29,1595,2026-07-21,Delivered
1167,Gatsibo,Sector 8,Sector 8 Site,Farmer_1167,Urea,15,29,435,2026-07-09,Booked
1170,Rusizi,Sector 2,Sector 2 Site,Farmer_1170,Urea,46,29,1334,2026-07-20,Delivered
1177,Gakenke,Sector 12,Sector 12 Site,Farmer_1177,Urea,30,29,870,2026-07-11,Delivered
1180,Nyarugenge,Sector 6,Sector 6 Site,Farmer_1180,Urea,37,29,1073,2026-07-10,Delivered
1186,Rubavu,Sector 11,Sector 11 Site,Farmer_1186,Urea,32,29,928,2026-07-19,Delivered
1192,Rwamagana,Sector 9,Sector 9 Site,Farmer_1192,Urea,33,29,957,2026-07-17,Booked
1197,Gasabo,Sector 3,Sector 3 Site,Farmer_1197,Urea,44,29,1276,2026-07-04,Pending
1198,Huye,Sector 8,Sector 8 Site,Farmer_1198,Urea,13,29,377,2026-07-19,Booked
1204,Kicukiro,Sector 6,Sector 6 Site,Farmer_1204,Urea,29,29,841,2026-07-23,Booked
1206,Rubavu,Sector 6,Sector 6 Site,Farmer_1206,Urea,48,29,1392,2026-07-15,Booked
1208,Gasabo,Sector 12,Sector 12 Site,Farmer_1208,Urea,40,29,1160,2026-07-01,Pending
1209,Kamonyi,Sector 3,Sector 3 Site,Farmer_1209,Urea,50,29,1450,2026-07-20,Delivered
1212,Nyabihu,Sector 1,Sector 1 Site,Farmer_1212,Urea,55,29,1595,2026-07-30,Booked
1216,Rulindo,Sector 1,Sector 1 Site,Farmer_1216,Urea,29,29,841,2026-07-21,Delivered
1224,Nyarugenge,Sector 10,Sector 10 Site,Farmer_1224,Urea,28,29,812,2026-07-06,Booked
1226,Rusizi,Sector 1,Sector 1 Site,Farmer_1226,Urea,29,29,841,2026-07-13,Delivered
1230,Nyaruguru,Sector 6,Sector 6 Site,Farmer_1230,Urea,9,29,261,2026-07-18,Booked
1232,Nyabihu,Sector 2,Sector 2 Site,Farmer_1232,Urea,39,29,1131,2026-07-10,Delivered
1233,Rusizi,Sector 5,Sector 5 Site,Farmer_1233,Urea,32,29,928,2026-07-15,Pending
1238,Gicumbi,Sector 8,Sector 8 Site,Farmer_1238,Urea,43,29,1247,2026-07-18,Booked
1243,Gicumbi,Sector 5,Sector 5 Site,Farmer_1243,Urea,27,29,783,2026-07-30,Pending
1246,Rusizi,Sector 8,Sector 8 Site,Farmer_1246,Urea,38,29,1102,2026-07-03,Pending
1249,Nyamasheke,Sector 12,Sector 12 Site,Farmer_1249,Urea,28,29,812,2026-07-15,Booked
1258,Kirehe,Sector 8,Sector 8 Site,Farmer_1258,Urea,6,29,174,2026-07-09,Booked
1259,Ngororero,Sector 9,Sector 9 Site,Farmer_1259,Urea,8,29,232,2026-07-19,Pending
1261,Huye,Sector 4,Sector 4 Site,Farmer_1261,Urea,26,29,754,2026-07-13,Delivered
1264,Kicukiro,Sector 7,Sector 7 Site,Farmer_1264,Urea,45,29,1305,2026-07-07,Booked
1265,Rulindo,Sector 7,Sector 7 Site,Farmer_1265,Urea,22,29,638,2026-07-12,Delivered
1269,Rwamagana,Sector 8,Sector 8 Site,Farmer_1269,Urea,19,29,551,2026-07-12,Delivered
1274,Nyarugenge,Sector 11,Sector 11 Site,Farmer_1274,Urea,48,29,1392,2026-07-27,Booked
1278,Kicukiro,Sector 9,Sector 9 Site,Farmer_1278,Urea,5,29,145,2026-07-22,Delivered
1284,Nyarugenge,Sector 9,Sector 9 Site,Farmer_1284,Urea,37,29,1073,2026-07-20,Delivered
1285,Ngororero,Sector 5,Sector 5 Site,Farmer_1285,Urea,33,29,957,2026-07-10,Booked
1288,Nyamasheke,Sector 3,Sector 3 Site,Farmer_1288,Urea,19,29,551,2026-07-26,Booked
1292,Gakenke,Sector 1,Sector 1 Site,Farmer_1292,Urea,51,29,1479,2026-07-22,Pending
1295,Ngororero,Sector 7,Sector 7 Site,Farmer_1295,Urea,35,29,1015,2026-07-03,Booked
1299,Rutsiro,Sector 4,Sector 4 Site,Farmer_1299,Urea,9,29,261,2026-07-19,Pending
1300,Bugesera,Sector 4,Sector 4 Site,Farmer_1300,Urea,33,29,957,2026-07-11,Pending
1304,Nyaruguru,Sector 4,Sector 4 Site,Farmer_1304,Urea,60,29,1740,2026-07-28,Delivered
1305,Burera,Sector 6,Sector 6 Site,Farmer_1305,Urea,19,29,551,2026-07-02,Pending
1306,Karongi,Sector 10,Sector 10 Site,Farmer_1306,Urea,49,29,1421,2026-07-20,Delivered
1307,Gisagara,Sector 9,Sector 9 Site,Farmer_1307,Urea,19,29,551,2026-07-27,Booked
1310,Musanze,Sector 3,Sector 3 Site,Farmer_1310,Urea,35,29,1015,2026-07-19,Delivered
1311,Nyabihu,Sector 4,Sector 4 Site,Farmer_1311,Urea,54,29,1566,2026-07-08,Delivered
1317,Kicukiro,Sector 7,Sector 7 Site,Farmer_1317,Urea,12,29,348,2026-07-05,Booked
1319,Nyamasheke,Sector 5,Sector 5 Site,Farmer_1319,Urea,58,29,1682,2026-07-02,Delivered
1325,Nyamasheke,Sector 2,Sector 2 Site,Farmer_1325,Urea,56,29,1624,2026-07-16,Pending
1326,Rusizi,Sector 5,Sector 5 Site,Farmer_1326,Urea,58,29,1682,2026-07-11,Booked
1327,Burera,Sector 11,Sector 11 Site,Farmer_1327,Urea,60,29,1740,2026-07-10,Booked
1331,Ruhango,Sector 3,Sector 3 Site,Farmer_1331,Urea,8,29,232,2026-07-05,Delivered
1343,Rwamagana,Sector 10,Sector 10 Site,Farmer_1343,Urea,26,29,754,2026-07-13,Booked
1344,Nyaruguru,Sector 9,Sector 9 Site,Farmer_1344,Urea,59,29,1711,2026-07-05,Delivered
1347,Bugesera,Sector 11,Sector 11 Site,Farmer_1347,Urea,38,29,1102,2026-07-20,Delivered
1349,Kicukiro,Sector 10,Sector 10 Site,Farmer_1349,Urea,43,29,1247,2026-07-04,Booked
1350,Rwamagana,Sector 6,Sector 6 Site,Farmer_1350,Urea,27,29,783,2026-07-01,Pending
1357,Ngororero,Sector 1,Sector 1 Site,Farmer_1357,Urea,29,29,841,2026-07-26,Pending
1358,Rubavu,Sector 11,Sector 11 Site,Farmer_1358,Urea,5,29,145,2026-07-13,Pending
1365,Gasabo,Sector 7,Sector 7 Site,Farmer_1365,Urea,43,29,1247,2026-07-25,Delivered
1366,Huye,Sector 6,Sector 6 Site,Farmer_1366,Urea,43,29,1247,2026-07-24,Booked
1368,Musanze,Sector 11,Sector 11 Site,Farmer_1368,Urea,16,29,464,2026-07-08,Delivered
1384,Burera,Sector 5,Sector 5 Site,Farmer_1384,Urea,15,29,435,2026-07-05,Booked
1395,Gatsibo,Sector 3,Sector 3 Site,Farmer_1395,Urea,22,29,638,2026-07-04,Delivered
1407,Kirehe,Sector 1,Sector 1 Site,Farmer_1407,Urea,27,29,783,2026-07-25,Booked
1410,Ruhango,Sector 3,Sector 3 Site,Farmer_1410,Urea,11,29,319,2026-07-13,Pending
1411,Rubavu,Sector 2,Sector 2 Site,Farmer_1411,Urea,23,29,667,2026-07-28,Booked
1412,Ruhango,Sector 9,Sector 9 Site,Farmer_1412,Urea,9,29,261,2026-07-26,Delivered
1414,Rutsiro,Sector 11,Sector 11 Site,Farmer_1414,Urea,18,29,522,2026-07-24,Pending
1421,Rwamagana,Sector 10,Sector 10 Site,Farmer_1421,Urea,58,29,1682,2026-07-14,Delivered
1422,Rulindo,Sector 12,Sector 12 Site,Farmer_1422,Urea,53,29,1537,2026-07-15,Pending
1426,Nyagatare,Sector 1,Sector 1 Site,Farmer_1426,Urea,6,29,174,2026-07-20,Delivered
1431,Muhanga,Sector 6,Sector 6 Site,Farmer_1431,Urea,30,29,870,2026-07-18,Delivered
1434,Nyaruguru,Sector 10,Sector 10 Site,Farmer_1434,Urea,22,29,638,2026-07-27,Booked
1435,Kamonyi,Sector 12,Sector 12 Site,Farmer_1435,Urea,13,29,377,2026-07-26,Pending
1439,Nyabihu,Sector 5,Sector 5 Site,Farmer_1439,Urea,20,29,580,2026-07-25,Booked
1441,Rubavu,Sector 1,Sector 1 Site,Farmer_1441,Urea,53,29,1537,2026-07-09,Pending
1443,Rwamagana,Sector 8,Sector 8 Site,Farmer_1443,Urea,46,29,1334,2026-07-30,Booked
1450,Nyabihu,Sector 9,Sector 9 Site,Farmer_1450,Urea,57,29,1653,2026-07-13,Booked
1453,Musanze,Sector 6,Sector 6 Site,Farmer_1453,Urea,16,29,464,2026-07-08,Delivered
1455,Ngoma,Sector 5,Sector 5 Site,Farmer_1455,Urea,25,29,725,2026-07-11,Delivered
1456,Kirehe,Sector 1,Sector 1 Site,Farmer_1456,Urea,10,29,290,2026-07-09,Booked
1463,Ngororero,Sector 12,Sector 12 Site,Farmer_1463,Urea,43,29,1247,2026-07-08,Pending
1467,Rwamagana,Sector 7,Sector 7 Site,Farmer_1467,Urea,10,29,290,2026-07-01,Delivered
1468,Ngororero,Sector 5,Sector 5 Site,Farmer_1468,Urea,54,29,1566,2026-07-16,Booked
1476,Musanze,Sector 6,Sector 6 Site,Farmer_1476,Urea,28,29,812,2026-07-26,Delivered
1482,Rusizi,Sector 5,Sector 5 Site,Farmer_1482,Urea,42,29,1218,2026-07-11,Delivered
1486,Bugesera,Sector 2,Sector 2 Site,Farmer_1486,Urea,53,29,1537,2026-07-30,Booked
1489,Musanze,Sector 6,Sector 6 Site,Farmer_1489,Urea,58,29,1682,2026-07-23,Delivered
1494,Ngororero,Sector 1,Sector 1 Site,Farmer_1494,Urea,43,29,1247,2026-07-29,Booked
1496,Rulindo,Sector 9,Sector 9 Site,Farmer_1496,Urea,25,29,725,2026-07-17,Booked
1514,Muhanga,Sector 2,Sector 2 Site,Farmer_1514,Urea,19,29,551,2026-07-23,Delivered
1538,Gatsibo,Sector 5,Sector 5 Site,Farmer_1538,Urea,24,29,696,2026-07-07,Delivered
1541,Ruhango,Sector 9,Sector 9 Site,Farmer_1541,Urea,26,29,754,2026-07-17,Pending
1546,Kirehe,Sector 3,Sector 3 Site,Farmer_1546,Urea,54,29,1566,2026-07-03,Delivered
1552,Rubavu,Sector 9,Sector 9 Site,Farmer_1552,Urea,14,29,406,2026-07-26,Booked
1553,Nyaruguru,Sector 11,Sector 11 Site,Farmer_1553,Urea,34,29,986,2026-07-29,Delivered
1558,Musanze,Sector 12,Sector 12 Site,Farmer_1558,Urea,37,29,1073,2026-07-13,Booked
1559,Kirehe,Sector 11,Sector 11 Site,Farmer_1559,Urea,27,29,783,2026-07-25,Delivered
1560,Nyaruguru,Sector 7,Sector 7 Site,Farmer_1560,Urea,59,29,1711,2026-07-28,Delivered
1561,Muhanga,Sector 4,Sector 4 Site,Farmer_1561,Urea,49,29,1421,2026-07-23,Booked
1562,Rubavu,Sector 9,Sector 9 Site,Farmer_1562,Urea,42,29,1218,2026-07-14,Pending
1574,Gicumbi,Sector 8,Sector 8 Site,Farmer_1574,Urea,19,29,551,2026-07-01,Pending
1576,Nyagatare,Sector 1,Sector 1 Site,Farmer_1576,Urea,25,29,725,2026-07-21,Booked
1589,Rwamagana,Sector 11,Sector 11 Site,Farmer_1589,Urea,40,29,1160,2026-07-22,Booked
1590,Ngororero,Sector 1,Sector 1 Site,Farmer_1590,Urea,33,29,957,2026-07-19,Booked
1592,Musanze,Sector 7,Sector 7 Site,Farmer_1592,Urea,19,29,551,2026-07-13,Delivered
1595,Rubavu,Sector 9,Sector 9 Site,Farmer_1595,Urea,20,29,580,2026-07-14,Delivered
1596,Muhanga,Sector 4,Sector 4 Site,Farmer_1596,Urea,49,29,1421,2026-07-06,Booked
1606,Kirehe,Sector 9,Sector 9 Site,Farmer_1606,Urea,10,29,290,2026-07-29,Delivered
1609,Muhanga,Sector 6,Sector 6 Site,Farmer_1609,Urea,59,29,1711,2026-07-09,Booked
1612,Nyaruguru,Sector 9,Sector 9 Site,Farmer_1612,Urea,55,29,1595,2026-07-12,Pending
1619,Gisagara,Sector 9,Sector 9 Site,Farmer_1619,Urea,15,29,435,2026-07-26,Delivered
1626,Kamonyi,Sector 10,Sector 10 Site,Farmer_1626,Urea,39,29,1131,2026-07-23,Booked
1630,Nyagatare,Sector 12,Sector 12 Site,Farmer_1630,Urea,47,29,1363,2026-07-21,Pending
1633,Rubavu,Sector 10,Sector 10 Site,Farmer_1633,Urea,33,29,957,2026-07-12,Delivered
1635,Nyarugenge,Sector 4,Sector 4 Site,Farmer_1635,Urea,34,29,986,2026-07-07,Pending
1636,Kirehe,Sector 11,Sector 11 Site,Farmer_1636,Urea,27,29,783,2026-07-25,Delivered
1640,Nyaruguru,Sector 11,Sector 11 Site,Farmer_1640,Urea,24,29,696,2026-07-27,Pending
1646,Burera,Sector 3,Sector 3 Site,Farmer_1646,Urea,43,29,1247,2026-07-03,Booked
1647,Gakenke,Sector 7,Sector 7 Site,Farmer_1647,Urea,30,29,870,2026-07-14,Delivered
1656,Nyanza,Sector 1,Sector 1 Site,Farmer_1656,Urea,57,29,1653,2026-07-24,Booked
1658,Karongi,Sector 3,Sector 3 Site,Farmer_1658,Urea,36,29,1044,2026-07-10,Booked
1667,Gasabo,Sector 11,Sector 11 Site,Farmer_1667,Urea,27,29,783,2026-07-10,Pending
1673,Kirehe,Sector 8,Sector 8 Site,Farmer_1673,Urea,47,29,1363,2026-07-25,Booked
1674,Bugesera,Sector 6,Sector 6 Site,Farmer_1674,Urea,49,29,1421,2026-07-31,Booked
1681,Karongi,Sector 11,Sector 11 Site,Farmer_1681,Urea,24,29,696,2026-07-30,Booked
1687,Nyagatare,Sector 10,Sector 10 Site,Farmer_1687,Urea,11,29,319,2026-07-13,Pending
1697,Kicukiro,Sector 11,Sector 11 Site,Farmer_1697,Urea,28,29,812,2026-07-05,Pending
1700,Rubavu,Sector 1,Sector 1 Site,Farmer_1700,Urea,53,29,1537,2026-07-12,Delivered
1710,Rwamagana,Sector 4,Sector 4 Site,Farmer_1710,Urea,16,29,464,2026-07-17,Delivered
1711,Gasabo,Sector 4,Sector 4 Site,Farmer_1711,Urea,60,29,1740,2026-07-14,Booked
1715,Muhanga,Sector 1,Sector 1 Site,Farmer_1715,Urea,27,29,783,2026-07-16,Delivered
1717,Kayonza,Sector 8,Sector 8 Site,Farmer_1717,Urea,18,29,522,2026-07-05,Pending
1719,Rwamagana,Sector 5,Sector 5 Site,Farmer_1719,Urea,47,29,1363,2026-07-05,Booked
1721,Rusizi,Sector 10,Sector 10 Site,Farmer_1721,Urea,17,29,493,2026-07-27,Delivered
1728,Kicukiro,Sector 6,Sector 6 Site,Farmer_1728,Urea,19,29,551,2026-07-22,Pending
1729,Nyabihu,Sector 11,Sector 11 Site,Farmer_1729,Urea,14,29,406,2026-07-02,Delivered
1732,Kayonza,Sector 7,Sector 7 Site,Farmer_1732,Urea,29,29,841,2026-07-13,Delivered
1733,Kayonza,Sector 11,Sector 11 Site,Farmer_1733,Urea,22,29,638,2026-07-13,Delivered
1735,Gicumbi,Sector 4,Sector 4 Site,Farmer_1735,Urea,60,29,1740,2026-07-25,Pending
1736,Gisagara,Sector 10,Sector 10 Site,Farmer_1736,Urea,19,29,551,2026-07-21,Pending
1744,Nyanza,Sector 7,Sector 7 Site,Farmer_1744,Urea,42,29,1218,2026-07-10,Booked
1749,Nyagatare,Sector 8,Sector 8 Site,Farmer_1749,Urea,26,29,754,2026-07-17,Pending
1750,Gicumbi,Sector 2,Sector 2 Site,Farmer_1750,Urea,49,29,1421,2026-07-16,Booked
1752,Kicukiro,Sector 8,Sector 8 Site,Farmer_1752,Urea,11,29,319,2026-07-04,Delivered
1753,Gasabo,Sector 5,Sector 5 Site,Farmer_1753,Urea,22,29,638,2026-07-10,Booked
1754,Gatsibo,Sector 1,Sector 1 Site,Farmer_1754,Urea,54,29,1566,2026-07-19,Delivered
1755,Burera,Sector 1,Sector 1 Site,Farmer_1755,Urea,46,29,1334,2026-07-01,Delivered
1763,Bugesera,Sector 7,Sector 7 Site,Farmer_1763,Urea,51,29,1479,2026-07-20,Booked
1764,Rwamagana,Sector 11,Sector 11 Site,Farmer_1764,Urea,26,29,754,2026-07-17,Booked
1766,Ngororero,Sector 5,Sector 5 Site,Farmer_1766,Urea,29,29,841,2026-07-21,Delivered
1783,Gakenke,Sector 6,Sector 6 Site,Farmer_1783,Urea,14,29,406,2026-07-09,Delivered
1789,Gatsibo,Sector 5,Sector 5 Site,Farmer_1789,Urea,26,29,754,2026-07-23,Pending
1799,Rubavu,Sector 3,Sector 3 Site,Farmer_1799,Urea,60,29,1740,2026-07-08,Delivered
1801,Rusizi,Sector 6,Sector 6 Site,Farmer_1801,Urea,46,29,1334,2026-07-27,Delivered
1802,Rusizi,Sector 8,Sector 8 Site,Farmer_1802,Urea,10,29,290,2026-07-18,Delivered
1805,Rusizi,Sector 12,Sector 12 Site,Farmer_1805,Urea,59,29,1711,2026-07-26,Booked
1807,Kayonza,Sector 12,Sector 12 Site,Farmer_1807,Urea,7,29,203,2026-07-30,Pending
1808,Rutsiro,Sector 8,Sector 8 Site,Farmer_1808,Urea,14,29,406,2026-07-20,Delivered
1820,Gatsibo,Sector 10,Sector 10 Site,Farmer_1820,Urea,32,29,928,2026-07-17,Delivered
1824,Ruhango,Sector 2,Sector 2 Site,Farmer_1824,Urea,59,29,1711,2026-07-26,Booked
1834,Kicukiro,Sector 3,Sector 3 Site,Farmer_1834,Urea,55,29,1595,2026-07-11,Booked
1835,Rwamagana,Sector 2,Sector 2 Site,Farmer_1835,Urea,30,29,870,2026-07-11,Pending
1837,Gisagara,Sector 12,Sector 12 Site,Farmer_1837,Urea,17,29,493,2026-07-25,Pending
1840,Nyamasheke,Sector 8,Sector 8 Site,Farmer_1840,Urea,34,29,986,2026-07-10,Pending
1843,Musanze,Sector 8,Sector 8 Site,Farmer_1843,Urea,18,29,522,2026-07-24,Delivered
1847,Rwamagana,Sector 8,Sector 8 Site,Farmer_1847,Urea,7,29,203,2026-07-11,Booked
1848,Nyanza,Sector 7,Sector 7 Site,Farmer_1848,Urea,16,29,464,2026-07-13,Delivered
1852,Nyaruguru,Sector 2,Sector 2 Site,Farmer_1852,Urea,17,29,493,2026-07-19,Pending
1853,Nyaruguru,Sector 7,Sector 7 Site,Farmer_1853,Urea,12,29,348,2026-07-05,Booked
1858,Ngoma,Sector 9,Sector 9 Site,Farmer_1858,Urea,32,29,928,2026-07-19,Booked
1861,Gakenke,Sector 9,Sector 9 Site,Farmer_1861,Urea,36,29,1044,2026-07-22,Delivered
1864,Rusizi,Sector 7,Sector 7 Site,Farmer_1864,Urea,47,29,1363,2026-07-22,Pending
1867,Nyaruguru,Sector 9,Sector 9 Site,Farmer_1867,Urea,37,29,1073,2026-07-22,Delivered
1871,Rulindo,Sector 1,Sector 1 Site,Farmer_1871,Urea,57,29,1653,2026-07-05,Delivered
1873,Huye,Sector 3,Sector 3 Site,Farmer_1873,Urea,20,29,580,2026-07-05,Pending
1876,Ngoma,Sector 8,Sector 8 Site,Farmer_1876,Urea,45,29,1305,2026-07-12,Pending
1880,Gasabo,Sector 9,Sector 9 Site,Farmer_1880,Urea,18,29,522,2026-07-19,Booked
1881,Rutsiro,Sector 8,Sector 8 Site,Farmer_1881,Urea,8,29,232,2026-07-12,Delivered
1884,Rusizi,Sector 4,Sector 4 Site,Farmer_1884,Urea,10,29,290,2026-07-18,Pending
1885,Rutsiro,Sector 6,Sector 6 Site,Farmer_1885,Urea,7,29,203,2026-07-07,Pending
1888,Kicukiro,Sector 9,Sector 9 Site,Farmer_1888,Urea,33,29,957,2026-07-26,Pending
1892,Rwamagana,Sector 12,Sector 12 Site,Farmer_1892,Urea,37,29,1073,2026-07-31,Booked
1899,Rwamagana,Sector 2,Sector 2 Site,Farmer_1899,Urea,46,29,1334,2026-07-09,Pending
1902,Rutsiro,Sector 7,Sector 7 Site,Farmer_1902,Urea,50,29,1450,2026-07-11,Delivered
1907,Rwamagana,Sector 4,Sector 4 Site,Farmer_1907,Urea,22,29,638,2026-07-11,Booked
1909,Musanze,Sector 11,Sector 11 Site,Farmer_1909,Urea,32,29,928,2026-07-28,Booked
1912,Rubavu,Sector 11,Sector 11 Site,Farmer_1912,Urea,29,29,841,2026-07-14,Booked
1916,Rwamagana,Sector 12,Sector 12 Site,Farmer_1916,Urea,19,29,551,2026-07-14,Delivered
1922,Kicukiro,Sector 9,Sector 9 Site,Farmer_1922,Urea,18,29,522,2026-07-03,Pending
1923,Rwamagana,Sector 4,Sector 4 Site,Farmer_1923,Urea,27,29,783,2026-07-31,Booked
1925,Nyarugenge,Sector 4,Sector 4 Site,Farmer_1925,Urea,42,29,1218,2026-07-02,Delivered
1928,Nyanza,Sector 12,Sector 12 Site,Farmer_1928,Urea,11,29,319,2026-07-03,Pending
1929,Nyagatare,Sector 1,Sector 1 Site,Farmer_1929,Urea,30,29,870,2026-07-27,Pending
1931,Rulindo,Sector 3,Sector 3 Site,Farmer_1931,Urea,35,29,1015,2026-07-03,Delivered
1933,Rwamagana,Sector 5,Sector 5 Site,Farmer_1933,Urea,6,29,174,2026-07-06,Delivered
1948,Ngoma,Sector 6,Sector 6 Site,Farmer_1948,Urea,7,29,203,2026-07-04,Delivered
1949,Musanze,Sector 11,Sector 11 Site,Farmer_1949,Urea,39,29,1131,2026-07-17,Pending
1961,Gasabo,Sector 6,Sector 6 Site,Farmer_1961,Urea,25,29,725,2026-07-22,Pending
1965,Nyabihu,Sector 8,Sector 8 Site,Farmer_1965,Urea,50,29,1450,2026-07-03,Delivered
1969,Muhanga,Sector 7,Sector 7 Site,Farmer_1969,Urea,27,29,783,2026-07-03,Delivered
1975,Ngororero,Sector 2,Sector 2 Site,Farmer_1975,Urea,26,29,754,2026-07-14,Pending
1978,Gasabo,Sector 10,Sector 10 Site,Farmer_1978,Urea,45,29,1305,2026-07-19,Booked
1979,Nyabihu,Sector 1,Sector 1 Site,Farmer_1979,Urea,51,29,1479,2026-07-18,Delivered
1984,Ruhango,Sector 5,Sector 5 Site,Farmer_1984,Urea,10,29,290,2026-07-19,Booked
1995,Gisagara,Sector 4,Sector 4 Site,Farmer_1995,Urea,50,29,1450,2026-07-10,Booked
1996,Rwamagana,Sector 9,Sector 9 Site,Farmer_1996,Urea,33,29,957,2026-07-15,Pending
1997,Rusizi,Sector 5,Sector 5 Site,Farmer_1997,Urea,28,29,812,2026-07-25,Pending
2000,Musanze,Sector 3,Sector 3 Site,Farmer_2000,Urea,37,29,1073,2026-07-18,Delivered
1001,Nyamasheke,Sector 12,Sector 12 Site,Farmer_1001,Lime,13,18,234,2026-07-23,Pending
1002,Kirehe,Sector 6,Sector 6 Site,Farmer_1002,Lime,47,18,846,2026-07-01,Pending
1003,Nyaruguru,Sector 6,Sector 6 Site,Farmer_1003,Lime,40,18,720,2026-07-18,Delivered
1008,Nyabihu,Sector 4,Sector 4 Site,Farmer_1008,Lime,25,18,450,2026-07-08,Pending
1014,Rusizi,Sector 1,Sector 1 Site,Farmer_1014,Lime,54,18,972,2026-07-23,Pending
1021,Kamonyi,Sector 4,Sector 4 Site,Farmer_1021,Lime,50,18,900,2026-07-23,Delivered
1028,Kirehe,Sector 7,Sector 7 Site,Farmer_1028,Lime,34,18,612,2026-07-05,Pending
1031,Kicukiro,Sector 9,Sector 9 Site,Farmer_1031,Lime,57,18,1026,2026-07-02,Booked
1037,Huye,Sector 7,Sector 7 Site,Farmer_1037,Lime,49,18,882,2026-07-04,Pending
1041,Rusizi,Sector 1,Sector 1 Site,Farmer_1041,Lime,39,18,702,2026-07-03,Booked
1042,Nyamasheke,Sector 7,Sector 7 Site,Farmer_1042,Lime,18,18,324,2026-07-23,Booked
1045,Rutsiro,Sector 11,Sector 11 Site,Farmer_1045,Lime,12,18,216,2026-07-03,Delivered
1052,Kicukiro,Sector 12,Sector 12 Site,Farmer_1052,Lime,27,18,486,2026-07-23,Delivered
1055,Kirehe,Sector 10,Sector 10 Site,Farmer_1055,Lime,53,18,954,2026-07-28,Pending
